continent,country,year,gdpPercap,lifeExp,pop
Africa,Comoros,1967,1876.029643,46.472,217378.0
Africa,Comoros,1972,1937.577675,48.944,250027.0
Africa,Comoros,1977,1172.603047,50.939,304739.0
Africa,Comoros,1982,1267.100083,52.933,348643.0
Africa,Comoros,1987,1315.980812,54.926,395114.0
Africa,Comoros,1992,1246.90737,57.939,454429.0
Africa,Comoros,1997,1173.618235,60.66,527982.0
Africa,Comoros,2002,1075.811558,62.974,614382.0
Africa,Comoros,2007,986.1478792,65.152,710960.0
Africa,Congo Dem. Rep.,1952,780.5423257,39.143,14100005.0
Africa,Congo Dem. Rep.,1957,905.8602303,40.652,15577932.0
Africa,Congo Dem. Rep.,1962,896.3146335,42.122,17486434.0
Africa,Congo Dem. Rep.,1967,861.5932424,44.056,19941073.0
Africa,Congo Dem. Rep.,1972,904.8960685,45.989,23007669.0
Africa,Congo Dem. Rep.,1977,795.757282,47.804,26480870.0
Africa,Congo Dem. Rep.,1982,673.7478181,47.784,30646495.0
Africa,Congo Dem. Rep.,1987,672.774812,47.412,35481645.0
Africa,Congo Dem. Rep.,1992,457.7191807,45.548,41672143.0
Africa,Congo Dem. Rep.,1997,312.188423,42.587,47798986.0
Africa,Congo Dem. Rep.,2002,241.1658765,44.966,55379852.0
Africa,Congo Dem. Rep.,2007,277.5518587,46.462,64606759.0
Africa,Congo Rep.,1952,2125.621418,42.111,854885.0
Africa,Congo Rep.,1957,2315.056572,45.053,940458.0
Africa,Congo Rep.,1962,2464.783157,48.435,1047924.0
Africa,Congo Rep.,1967,2677.939642,52.04,1179760.0
Africa,Congo Rep.,1972,3213.152683,54.907,1340458.0
Africa,Congo Rep.,1977,3259.178978,55.625,1536769.0
Africa,Congo Rep.,1982,4879.507522,56.695,1774735.0
Africa,Congo Rep.,1987,4201.194937,57.47,2064095.0
Africa,Congo Rep.,1992,4016.239529,56.433,2409073.0
Africa,Congo Rep.,1997,3484.164376,52.962,2800947.0
Africa,Congo Rep.,2002,3484.06197,52.97,3328795.0
Africa,Congo Rep.,2007,3632.557798,55.322,3800610.0
Africa,Cote d'Ivoire,1952,1388.594732,40.477,2977019.0
Africa,Cote d'Ivoire,1957,1500.895925,42.469,3300000.0
Africa,Cote d'Ivoire,1962,1728.869428,44.93,3832408.0
Africa,Cote d'Ivoire,1967,2052.050473,47.35,4744870.0
Africa,Cote d'Ivoire,1972,2378.201111,49.801,6071696.0
Africa,Cote d'Ivoire,1977,2517.736547,52.374,7459574.0
Africa,Cote d'Ivoire,1982,2602.710169,53.983,9025951.0
Africa,Cote d'Ivoire,1987,2156.956069,54.655,10761098.0
Africa,Cote d'Ivoire,1992,1648.073791,52.044,12772596.0
Africa,Cote d'Ivoire,1997,1786.265407,47.991,14625967.0
Africa,Cote d'Ivoire,2002,1648.800823,46.832,16252726.0
Africa,Cote d'Ivoire,2007,1544.750112,48.328,18013409.0
Africa,Djibouti,1952,2669.529475,34.812,63149.0
Africa,Djibouti,1957,2864.969076,37.328,71851.0
Africa,Djibouti,1962,3020.989263,39.693,89898.0
Africa,Djibouti,1967,3020.050513,42.074,127617.0
Africa,Djibouti,1972,3694.212352,44.366,178848.0
Africa,Djibouti,1977,3081.761022,46.519,228694.0
Africa,Djibouti,1982,2879.468067,48.812,305991.0
Africa,Djibouti,1987,2880.102568,50.04,311025.0
Africa,Djibouti,1992,2377.156192,51.604,384156.0
Africa,Djibouti,1997,1895.016984,53.157,417908.0
Africa,Djibouti,2002,1908.260867,53.373,447416.0
Africa,Djibouti,2007,2082.481567,54.791,496374.0
Africa,Egypt,1952,1418.822445,41.893,22223309.0
Africa,Egypt,1957,1458.915272,44.444,25009741.0
Africa,Egypt,1962,1693.335853,46.992,28173309.0
Africa,Egypt,1967,1814.880728,49.293,31681188.0
Africa,Egypt,1972,2024.008147,51.137,34807417.0
Africa,Egypt,1977,2785.493582,53.319,38783863.0
Africa,Egypt,1982,3503.729636,56.006,45681811.0
Africa,Egypt,1987,3885.46071,59.797,52799062.0
Africa,Egypt,1992,3794.755195,63.674,59402198.0
Africa,Egypt,1997,4173.181797,67.217,66134291.0
Africa,Egypt,2002,4754.604414,69.806,73312559.0
Africa,Egypt,2007,5581.180998,71.338,80264543.0
Africa,Equatorial Guinea,1952,375.6431231,34.482,216964.0
Africa,Equatorial Guinea,1957,426.0964081,35.983,232922.0
Africa,Equatorial Guinea,1962,582.8419714,37.485,249220.0
Africa,Equatorial Guinea,1967,915.5960025,38.987,259864.0
Africa,Equatorial Guinea,1972,672.4122571,40.516,277603.0
Africa,Equatorial Guinea,1977,958.5668124,42.024,192675.0
Africa,Equatorial Guinea,1982,927.8253427,43.662,285483.0
Africa,Equatorial Guinea,1987,966.8968149,45.664,341244.0
Africa,Equatorial Guinea,1992,1132.055034,47.545,387838.0
Africa,Equatorial Guinea,1997,2814.480755,48.245,439971.0
Africa,Equatorial Guinea,2002,7703.4959,49.348,495627.0
Africa,Equatorial Guinea,2007,12154.08975,51.579,551201.0
Africa,Eritrea,1952,328.9405571,35.928,1438760.0
Africa,Eritrea,1957,344.1618859,38.047,1542611.0
Africa,Eritrea,1962,380.9958433,40.158,1666618.0
Africa,Eritrea,1967,468.7949699,42.189,1820319.0
Africa,Eritrea,1972,514.3242082,44.142,2260187.0
Africa,Eritrea,1977,505.7538077,44.535,2512642.0
Africa,Eritrea,1982,524.8758493,43.89,2637297.0
Africa,Eritrea,1987,521.1341333,46.453,2915959.0
Africa,Eritrea,1992,582.8585102,49.991,3668440.0
Africa,Eritrea,1997,913.47079,53.378,4058319.0
Africa,Eritrea,2002,765.3500015,55.24,4414865.0
Africa,Eritrea,2007,641.3695236,58.04,4906585.0
Africa,Ethiopia,1952,362.1462796,34.078,20860941.0
Africa,Ethiopia,1957,378.9041632,36.667,22815614.0
Africa,Ethiopia,1962,419.4564161,40.059,25145372.0
Africa,Ethiopia,1967,516.1186438,42.115,27860297.0
Africa,Ethiopia,1972,566.2439442,43.515,30770372.0
Africa,Ethiopia,1977,556.8083834,44.51,34617799.0
Africa,Ethiopia,1982,577.8607471,44.916,38111756.0
Africa,Ethiopia,1987,573.7413142,46.684,42999530.0
Africa,Ethiopia,1992,421.3534653,48.091,52088559.0
Africa,Ethiopia,1997,515.8894013,49.402,59861301.0
Africa,Ethiopia,2002,530.0535319,50.725,67946797.0
Africa,Ethiopia,2007,690.8055759,52.947,76511887.0
Africa,Gabon,1952,4293.476475,37.003,420702.0
Africa,Gabon,1957,4976.198099,38.999,434904.0
Africa,Gabon,1962,6631.459222,40.489,455661.0
Africa,Gabon,1967,8358.761987,44.598,489004.0
Africa,Gabon,1972,11401.94841,48.69,537977.0
Africa,Gabon,1977,21745.57328,52.79,706367.0
Africa,Gabon,1982,15113.36194,56.564,753874.0
Africa,Gabon,1987,11864.40844,60.19,880397.0
Africa,Gabon,1992,13522.15752,61.366,985739.0
Africa,Gabon,1997,14722.84188,60.461,1126189.0
Africa,Gabon,2002,12521.71392,56.761,1299304.0
Africa,Gabon,2007,13206.48452,56.735,1454867.0
Africa,Gambia,1952,485.2306591,30.0,284320.0
Africa,Gambia,1957,520.9267111,32.065,323150.0
Africa,Gambia,1962,599.650276,33.896,374020.0
Africa,Gambia,1967,734.7829124,35.857,439593.0
Africa,Gambia,1972,756.0868363,38.308,517101.0
Africa,Gambia,1977,884.7552507,41.842,608274.0
Africa,Gambia,1982,835.8096108,45.58,715523.0
Africa,Gambia,1987,611.6588611,49.265,848406.0
Africa,Gambia,1992,665.6244126,52.644,1025384.0
Africa,Gambia,1997,653.7301704,55.861,1235767.0
Africa,Gambia,2002,660.5855997,58.041,1457766.0
Africa,Gambia,2007,752.7497265,59.448,1688359.0
Africa,Ghana,1952,911.2989371,43.149,5581001.0
Africa,Ghana,1957,1043.561537,44.779,6391288.0
Africa,Ghana,1962,1190.041118,46.452,7355248.0
Africa,Ghana,1967,1125.69716,48.072,8490213.0
Africa,Ghana,1972,1178.223708,49.875,9354120.0
Africa,Ghana,1977,993.2239571,51.756,10538093.0
Africa,Ghana,1982,876.032569,53.744,11400338.0
Africa,Ghana,1987,847.0061135,55.729,14168101.0
Africa,Ghana,1992,925.060154,57.501,16278738.0
Africa,Ghana,1997,1005.245812,58.556,18418288.0
Africa,Ghana,2002,1111.984578,58.453,20550751.0
Africa,Ghana,2007,1327.60891,60.022,22873338.0
Africa,Guinea,1952,510.1964923,33.609,2664249.0
Africa,Guinea,1957,576.2670245,34.558,2876726.0
Africa,Guinea,1962,686.3736739,35.753,3140003.0
Africa,Guinea,1967,708.7595409,37.197,3451418.0
Africa,Guinea,1972,741.6662307,38.842,3811387.0
Africa,Guinea,1977,874.6858643,40.762,4227026.0
Africa,Guinea,1982,857.2503577,42.891,4710497.0
Africa,Guinea,1987,805.5724718,45.552,5650262.0
Africa,Guinea,1992,794.3484384,48.576,6990574.0
Africa,Guinea,1997,869.4497668,51.455,8048834.0
Africa,Guinea,2002,945.5835837,53.676,8807818.0
Africa,Guinea,2007,942.6542111,56.007,9947814.0
Africa,Guinea-Bissau,1952,299.850319,32.5,580653.0
Africa,Guinea-Bissau,1957,431.7904566,33.489,601095.0
Africa,Guinea-Bissau,1962,522.0343725,34.488,627820.0
Africa,Guinea-Bissau,1967,715.5806402,35.492,601287.0
Africa,Guinea-Bissau,1972,820.2245876,36.486,625361.0
Africa,Guinea-Bissau,1977,764.7259628,37.465,745228.0
Africa,Guinea-Bissau,1982,838.1239671,39.327,825987.0
Africa,Guinea-Bissau,1987,736.4153921,41.245,927524.0
Africa,Guinea-Bissau,1992,745.5398706,43.266,1050938.0
Africa,Guinea-Bissau,1997,796.6644681,44.873,1193708.0
Africa,Guinea-Bissau,2002,575.7047176,45.504,1332459.0
Africa,Guinea-Bissau,2007,579.231743,46.388,1472041.0
Africa,Kenya,1952,853.540919,42.27,6464046.0
Africa,Kenya,1957,944.4383152,44.686,7454779.0
Africa,Kenya,1962,896.9663732,47.949,8678557.0
Africa,Kenya,1967,1056.736457,50.654,10191512.0
Africa,Kenya,1972,1222.359968,53.559,12044785.0
Africa,Kenya,1977,1267.613204,56.155,14500404.0
Africa,Kenya,1982,1348.225791,58.766,17661452.0
Africa,Kenya,1987,1361.936856,59.339,21198082.0
Africa,Kenya,1992,1341.921721,59.285,25020539.0
Africa,Kenya,1997,1360.485021,54.407,28263827.0
Africa,Kenya,2002,1287.514732,50.992,31386842.0
Africa,Kenya,2007,1463.249282,54.11,35610177.0
Africa,Lesotho,1952,298.8462121,42.138,748747.0
Africa,Lesotho,1957,335.9971151,45.047,813338.0
Africa,Lesotho,1962,411.8006266,47.747,893143.0
Africa,Lesotho,1967,498.6390265,48.492,996380.0
Africa,Lesotho,1972,496.5815922,49.767,1116779.0
Africa,Lesotho,1977,745.3695408,52.208,1251524.0
Africa,Lesotho,1982,797.2631074,55.078,1411807.0
Africa,Lesotho,1987,773.9932141,57.18,1599200.0
Africa,Lesotho,1992,977.4862725,59.685,1803195.0
Africa,Lesotho,1997,1186.147994,55.558,1982823.0
Africa,Lesotho,2002,1275.184575,44.593,2046772.0
Africa,Lesotho,2007,1569.331442,42.592,2012649.0
Africa,Liberia,1952,575.5729961,38.48,863308.0
Africa,Liberia,1957,620.9699901,39.486,975950.0
Africa,Liberia,1962,634.1951625,40.502,1112796.0
Africa,Liberia,1967,713.6036483,41.536,1279406.0
Africa,Liberia,1972,803.0054535,42.614,1482628.0
Africa,Liberia,1977,640.3224383,43.764,1703617.0
Africa,Liberia,1982,572.1995694,44.852,1956875.0
Africa,Liberia,1987,506.1138573,46.027,2269414.0
Africa,Liberia,1992,636.6229191,40.802,1912974.0
Africa,Liberia,1997,609.1739508,42.221,2200725.0
Africa,Liberia,2002,531.4823679,43.753,2814651.0
Africa,Liberia,2007,414.5073415,45.678,3193942.0
Africa,Libya,1952,2387.54806,42.723,1019729.0
Africa,Libya,1957,3448.284395,45.289,1201578.0
Africa,Libya,1962,6757.030816,47.808,1441863.0
Africa,Libya,1967,18772.75169,50.227,1759224.0
Africa,Libya,1972,21011.49721,52.773,2183877.0
Africa,Libya,1977,21951.21176,57.442,2721783.0
Africa,Libya,1982,17364.27538,62.155,3344074.0
Africa,Libya,1987,11770.5898,66.234,3799845.0
Africa,Libya,1992,9640.138501,68.755,4364501.0
Africa,Libya,1997,9467.446056,71.555,4759670.0
Africa,Libya,2002,9534.677467,72.737,5368585.0
Africa,Libya,2007,12057.49928,73.952,6036914.0
Africa,Madagascar,1952,1443.011715,36.681,4762912.0
Africa,Madagascar,1957,1589.20275,38.865,5181679.0
Africa,Madagascar,1962,1643.38711,40.848,5703324.0
Africa,Madagascar,1967,1634.047282,42.881,6334556.0
Africa,Madagascar,1972,1748.562982,44.851,7082430.0
Africa,Madagascar,1977,1544.228586,46.881,8007166.0
Africa,Madagascar,1982,1302.878658,48.969,9171477.0
Africa,Madagascar,1987,1155.441948,49.35,10568642.0
Africa,Madagascar,1992,1040.67619,52.214,12210395.0
Africa,Madagascar,1997,986.2958956,54.978,14165114.0
Africa,Madagascar,2002,894.6370822,57.286,16473477.0
Africa,Madagascar,2007,1044.770126,59.443,19167654.0
Africa,Malawi,1952,369.1650802,36.256,2917802.0
Africa,Malawi,1957,416.3698064,37.207,3221238.0
Africa,Malawi,1962,427.9010856,38.41,3628608.0
Africa,Malawi,1967,495.5147806,39.487,4147252.0
Africa,Malawi,1972,584.6219709,41.766,4730997.0
Africa,Malawi,1977,663.2236766,43.767,5637246.0
Africa,Malawi,1982,632.8039209,45.642,6502825.0
Africa,Malawi,1987,635.5173634,47.457,7824747.0
Africa,Malawi,1992,563.2000145,49.42,10014249.0
Africa,Malawi,1997,692.2758103,47.495,10419991.0
Africa,Malawi,2002,665.4231186,45.009,11824495.0
Africa,Malawi,2007,759.3499101,48.303,13327079.0
Africa,Mali,1952,452.3369807,33.685,3838168.0
Africa,Mali,1957,490.3821867,35.307,4241884.0
Africa,Mali,1962,496.1743428,36.936,4690372.0
Africa,Mali,1967,545.0098873,38.487,5212416.0
Africa,Mali,1972,581.3688761,39.977,5828158.0
Africa,Mali,1977,686.3952693,41.714,6491649.0
Africa,Mali,1982,618.0140641,43.916,6998256.0
Africa,Mali,1987,684.1715576,46.364,7634008.0
Africa,Mali,1992,739.014375,48.388,8416215.0
Africa,Mali,1997,790.2579846,49.903,9384984.0
Africa,Mali,2002,951.4097518,51.818,10580176.0
Africa,Mali,2007,1042.581557,54.467,12031795.0
Africa,Mauritania,1952,743.1159097,40.543,1022556.0
Africa,Mauritania,1957,846.1202613,42.338,1076852.0
Africa,Mauritania,1962,1055.896036,44.248,1146757.0
Africa,Mauritania,1967,1421.145193,46.289,1230542.0
Africa,Mauritania,1972,1586.851781,48.437,1332786.0
Africa,Mauritania,1977,1497.492223,50.852,1456688.0
Africa,Mauritania,1982,1481.150189,53.599,1622136.0
Africa,Mauritania,1987,1421.603576,56.145,1841240.0
Africa,Mauritania,1992,1361.369784,58.333,2119465.0
Africa,Mauritania,1997,1483.136136,60.43,2444741.0
Africa,Mauritania,2002,1579.019543,62.247,2828858.0
Africa,Mauritania,2007,1803.151496,64.164,3270065.0
Africa,Mauritius,1952,1967.955707,50.986,516556.0
Africa,Mauritius,1957,2034.037981,58.089,609816.0
Africa,Mauritius,1962,2529.067487,60.246,701016.0
Africa,Mauritius,1967,2475.387562,61.557,789309.0
Africa,Mauritius,1972,2575.484158,62.944,851334.0
Africa,Mauritius,1977,3710.982963,64.93,913025.0
Africa,Mauritius,1982,3688.037739,66.711,992040.0
Africa,Mauritius,1987,4783.586903,68.74,1042663.0
Africa,Mauritius,1992,6058.253846,69.745,1096202.0
Africa,Mauritius,1997,7425.705295,70.736,1149818.0
Africa,Mauritius,2002,9021.815894,71.954,1200206.0
Africa,Mauritius,2007,10956.99112,72.801,1250882.0
Africa,Morocco,1952,1688.20357,42.873,9939217.0
Africa,Morocco,1957,1642.002314,45.423,11406350.0
Africa,Morocco,1962,1566.353493,47.924,13056604.0
Africa,Morocco,1967,1711.04477,50.335,14770296.0
Africa,Morocco,1972,1930.194975,52.862,16660670.0
Africa,Morocco,1977,2370.619976,55.73,18396941.0
Africa,Morocco,1982,2702.620356,59.65,20198730.0
Africa,Morocco,1987,2755.046991,62.677,22987397.0
Africa,Morocco,1992,2948.047252,65.393,25798239.0
Africa,Morocco,1997,2982.101858,67.66,28529501.0
Africa,Morocco,2002,3258.495584,69.615,31167783.0
Africa,Morocco,2007,3820.17523,71.164,33757175.0
Africa,Mozambique,1952,468.5260381,31.286,6446316.0
Africa,Mozambique,1957,495.5868333,33.779,7038035.0
Africa,Mozambique,1962,556.6863539,36.161,7788944.0
Africa,Mozambique,1967,566.6691539,38.113,8680909.0
Africa,Mozambique,1972,724.9178037,40.328,9809596.0
Africa,Mozambique,1977,502.3197334,42.495,11127868.0
Africa,Mozambique,1982,462.2114149,42.795,12587223.0
Africa,Mozambique,1987,389.8761846,42.861,12891952.0
Africa,Mozambique,1992,410.8968239,44.284,13160731.0
Africa,Mozambique,1997,472.3460771,46.344,16603334.0
Africa,Mozambique,2002,633.6179466,44.026,18473780.0
Africa,Mozambique,2007,823.6856205,42.082,19951656.0
Africa,Namibia,1952,2423.780443,41.725,485831.0
Africa,Namibia,1957,2621.448058,45.226,548080.0
Africa,Namibia,1962,3173.215595,48.386,621392.0
Africa,Namibia,1967,3793.694753,51.159,706640.0
Africa,Namibia,1972,3746.080948,53.867,821782.0
Africa,Namibia,1977,3876.485958,56.437,977026.0
Africa,Namibia,1982,4191.100511,58.968,1099010.0
Africa,Namibia,1987,3693.731337,60.835,1278184.0
Africa,Namibia,1992,3804.537999,61.999,1554253.0
Africa,Namibia,1997,3899.52426,58.909,1774766.0
Africa,Namibia,2002,4072.324751,51.479,1972153.0
Africa,Namibia,2007,4811.060429,52.906,2055080.0
Africa,Niger,1952,761.879376,37.444,3379468.0
Africa,Niger,1957,835.5234025,38.598,3692184.0
Africa,Niger,1962,997.7661127,39.487,4076008.0
Africa,Niger,1967,1054.384891,40.118,4534062.0
Africa,Niger,1972,954.2092363,40.546,5060262.0
Africa,Niger,1977,808.8970728,41.291,5682086.0
Africa,Niger,1982,909.7221354,42.598,6437188.0
Africa,Niger,1987,668.3000228,44.555,7332638.0
Africa,Niger,1992,581.182725,47.391,8392818.0
Africa,Niger,1997,580.3052092,51.313,9666252.0
Africa,Niger,2002,601.0745012,54.496,11140655.0
Africa,Niger,2007,619.6768924,56.867,12894865.0
Africa,Nigeria,1952,1077.281856,36.324,33119096.0
Africa,Nigeria,1957,1100.592563,37.802,37173340.0
Africa,Nigeria,1962,1150.927478,39.36,41871351.0
Africa,Nigeria,1967,1014.514104,41.04,47287752.0
Africa,Nigeria,1972,1698.388838,42.821,53740085.0
Africa,Nigeria,1977,1981.951806,44.514,62209173.0
Africa,Nigeria,1982,1576.97375,45.826,73039376.0
Africa,Nigeria,1987,1385.029563,46.886,81551520.0
Africa,Nigeria,1992,1619.848217,47.472,93364244.0
Africa,Nigeria,1997,1624.941275,47.464,106207839.0
Africa,Nigeria,2002,1615.286395,46.608,119901274.0
Africa,Nigeria,2007,2013.977305,46.859,135031164.0
Africa,Reunion,1952,2718.885295,52.724,257700.0
Africa,Reunion,1957,2769.451844,55.09,308700.0
Africa,Reunion,1962,3173.72334,57.666,358900.0
Africa,Reunion,1967,4021.175739,60.542,414024.0
Africa,Reunion,1972,5047.658563,64.274,461633.0
Africa,Reunion,1977,4319.804067,67.064,492095.0
Africa,Reunion,1982,5267.219353,69.885,517810.0
Africa,Reunion,1987,5303.377488,71.913,562035.0
Africa,Reunion,1992,6101.255823,73.615,622191.0
Africa,Reunion,1997,6071.941411,74.772,684810.0
Africa,Reunion,2002,6316.1652,75.744,743981.0
Africa,Reunion,2007,7670.122558,76.442,798094.0
Africa,Rwanda,1952,493.3238752,40.0,2534927.0
Africa,Rwanda,1957,540.2893983,41.5,2822082.0
Africa,Rwanda,1962,597.4730727,43.0,3051242.0
Africa,Rwanda,1967,510.9637142,44.1,3451079.0
Africa,Rwanda,1972,590.5806638,44.6,3992121.0
Africa,Rwanda,1977,670.0806011,45.0,4657072.0
Africa,Rwanda,1982,881.5706467,46.218,5507565.0
Africa,Rwanda,1987,847.991217,44.02,6349365.0
Africa,Rwanda,1992,737.0685949,23.599,7290203.0
Africa,Rwanda,1997,589.9445051,36.087,7212583.0
Africa,Rwanda,2002,785.6537648,43.413,7852401.0
Africa,Rwanda,2007,863.0884639,46.242,8860588.0
Africa,Sao Tome and Principe,1952,879.5835855,46.471,60011.0
Africa,Sao Tome and Principe,1957,860.7369026,48.945,61325.0
Africa,Sao Tome and Principe,1962,1071.551119,51.893,65345.0
Africa,Sao Tome and Principe,1967,1384.840593,54.425,70787.0
Africa,Sao Tome and Principe,1972,1532.985254,56.48,76595.0
Africa,Sao Tome and Principe,1977,1737.561657,58.55,86796.0
Africa,Sao Tome and Principe,1982,1890.218117,60.351,98593.0
Africa,Sao Tome and Principe,1987,1516.525457,61.728,110812.0
Africa,Sao Tome and Principe,1992,1428.777814,62.742,125911.0
Africa,Sao Tome and Principe,1997,1339.076036,63.306,145608.0
Africa,Sao Tome and Principe,2002,1353.09239,64.337,170372.0
Africa,Sao Tome and Principe,2007,1598.435089,65.528,199579.0
Africa,Senegal,1952,1450.356983,37.278,2755589.0
Africa,Senegal,1957,1567.653006,39.329,3054547.0
Africa,Senegal,1962,1654.988723,41.454,3430243.0
Africa,Senegal,1967,1612.404632,43.563,3965841.0
